"Kod";"Nazwa";"Rodzaje chorób";"Wiek";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0800000;"LUBUSKIE";"gruźlica płuc";"45-64";"2002";69;"osoba";"";
0800000;"LUBUSKIE";"gruźlica płuc";"45-64";"2003";57;"osoba";"";
0800000;"LUBUSKIE";"gruźlica płuc";"45-64";"2004";55;"osoba";"";
0800000;"LUBUSKIE";"gruźlica płuc";"45-64";"2005";59;"osoba";"";
0800000;"LUBUSKIE";"gruźlica płuc";"45-64";"2006";66;"osoba";"";
0800000;"LUBUSKIE";"gruźlica płuc";"45-64";"2007";57;"osoba";"";
0800000;"LUBUSKIE";"gruźlica płuc";"45-64";"2008";55;"osoba";"";
0800000;"LUBUSKIE";"gruźlica płuc";"45-64";"2009";65;"osoba";"";
0800000;"LUBUSKIE";"gruźlica płuc";"45-64";"2010";62;"osoba";"";
0800000;"LUBUSKIE";"gruźlica płuc";"45-64";"2011";86;"osoba";"";
0800000;"LUBUSKIE";"gruźlica płuc";"45-64";"2012";43;"osoba";"";
0800000;"LUBUSKIE";"gruźlica płuc";"45-64";"2013";89;"osoba";"";
0800000;"LUBUSKIE";"gruźlica płuc";"45-64";"2014";77;"osoba";"";
0800000;"LUBUSKIE";"gruźlica płuc";"45-64";"2015";50;"osoba";"";
0800000;"LUBUSKIE";"gruźlica płuc";"45-64";"2016";63;"osoba";"";
0800000;"LUBUSKIE";"gruźlica płuc";"65 i więcej";"1999";;"osoba";"";
0800000;"LUBUSKIE";"gruźlica płuc";"65 i więcej";"2000";;"osoba";"";
0800000;"LUBUSKIE";"gruźlica płuc";"65 i więcej";"2001";;"osoba";"";
0800000;"LUBUSKIE";"gruźlica płuc";"65 i więcej";"2002";59;"osoba";"";
0800000;"LUBUSKIE";"gruźlica płuc";"65 i więcej";"2003";55;"osoba";"";
0800000;"LUBUSKIE";"gruźlica płuc";"65 i więcej";"2004";52;"osoba";"";
0800000;"LUBUSKIE";"gruźlica płuc";"65 i więcej";"2005";54;"osoba";"";
0800000;"LUBUSKIE";"gruźlica płuc";"65 i więcej";"2006";32;"osoba";"";
0800000;"LUBUSKIE";"gruźlica płuc";"65 i więcej";"2007";21;"osoba";"";
0800000;"LUBUSKIE";"gruźlica płuc";"65 i więcej";"2008";25;"osoba";"";
0800000;"LUBUSKIE";"gruźlica płuc";"65 i więcej";"2009";39;"osoba";"";
0800000;"LUBUSKIE";"gruźlica płuc";"65 i więcej";"2010";23;"osoba";"";
0800000;"LUBUSKIE";"gruźlica płuc";"65 i więcej";"2011";37;"osoba";"";
0800000;"LUBUSKIE";"gruźlica płuc";"65 i więcej";"2012";23;"osoba";"";
0800000;"LUBUSKIE";"gruźlica płuc";"65 i więcej";"2013";44;"osoba";"";
0800000;"LUBUSKIE";"gruźlica płuc";"65 i więcej";"2014";38;"osoba";"";
0800000;"LUBUSKIE";"gruźlica płuc";"65 i więcej";"2015";23;"osoba";"";
0800000;"LUBUSKIE";"gruźlica płuc";"65 i więcej";"2016";25;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"ogółem";"1999";90;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"ogółem";"2000";91;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"ogółem";"2001";145;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"ogółem";"2002";121;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"ogółem";"2003";98;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"ogółem";"2004";92;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"ogółem";"2005";89;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"ogółem";"2006";77;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"ogółem";"2007";61;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"ogółem";"2008";67;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"ogółem";"2009";103;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"ogółem";"2010";82;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"ogółem";"2011";106;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"ogółem";"2012";68;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"ogółem";"2013";130;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"ogółem";"2014";88;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"ogółem";"2015";79;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"ogółem";"2016";83;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"0-14";"1999";0;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"0-14";"2000";0;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"0-14";"2001";0;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"0-14";"2002";1;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"0-14";"2003";0;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"0-14";"2004";0;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"0-14";"2005";0;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"0-14";"2006";0;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"0-14";"2007";0;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"0-14";"2008";0;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"0-14";"2009";0;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"0-14";"2010";0;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"0-14";"2011";0;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"0-14";"2012";1;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"0-14";"2013";0;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"0-14";"2014";0;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"0-14";"2015";0;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"0-14";"2016";0;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"15-19";"1999";1;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"15-19";"2000";2;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"15-19";"2001";2;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"15-19";"2002";1;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"15-19";"2003";3;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"15-19";"2004";2;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"15-19";"2005";2;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"15-19";"2006";3;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"15-19";"2007";0;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"15-19";"2008";1;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"15-19";"2009";0;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"15-19";"2010";2;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"15-19";"2011";1;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"15-19";"2012";2;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"15-19";"2013";0;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"15-19";"2014";0;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"15-19";"2015";4;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"15-19";"2016";0;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"20-44";"1999";35;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"20-44";"2000";36;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"20-44";"2001";48;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"20-44";"2002";41;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"20-44";"2003";34;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"20-44";"2004";35;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"20-44";"2005";24;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"20-44";"2006";27;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"20-44";"2007";13;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"20-44";"2008";18;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"20-44";"2009";31;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"20-44";"2010";23;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"20-44";"2011";21;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"20-44";"2012";19;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"20-44";"2013";50;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"20-44";"2014";16;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"20-44";"2015";20;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"20-44";"2016";29;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"45-64";"1999";26;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"45-64";"2000";29;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"45-64";"2001";55;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"45-64";"2002";41;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"45-64";"2003";31;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"45-64";"2004";31;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"45-64";"2005";36;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"45-64";"2006";26;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"45-64";"2007";36;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"45-64";"2008";33;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"45-64";"2009";40;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"45-64";"2010";41;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"45-64";"2011";59;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"45-64";"2012";29;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"45-64";"2013";57;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"45-64";"2014";47;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"45-64";"2015";38;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"45-64";"2016";39;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"1999";28;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2000";24;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2001";40;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2002";37;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2003";30;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2004";24;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2005";27;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2006";21;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2007";12;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2008";15;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2009";32;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2010";16;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2011";25;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2012";17;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2013";23;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2014";25;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2015";17;"osoba";"";
0800000;"LUBUSKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2016";15;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"1999";1094;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2000";1004;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2001";869;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2002";851;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2003";906;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2004";791;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2005";918;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2006";777;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2007";732;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2008";717;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2009";749;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2010";810;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2011";746;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2012";711;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2013";574;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2014";572;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2015";554;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2016";518;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"0-14";"1999";13;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"0-14";"2000";15;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"0-14";"2001";19;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"0-14";"2002";27;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"0-14";"2003";14;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"0-14";"2004";14;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"0-14";"2005";1;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"0-14";"2006";2;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"0-14";"2007";0;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"0-14";"2008";1;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"0-14";"2009";3;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"0-14";"2010";4;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"0-14";"2011";4;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"0-14";"2012";6;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"0-14";"2013";3;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"0-14";"2014";2;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"0-14";"2015";2;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"0-14";"2016";2;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"15-19";"1999";18;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"15-19";"2000";20;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"15-19";"2001";21;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"15-19";"2002";20;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"15-19";"2003";18;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"15-19";"2004";11;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"15-19";"2005";11;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"15-19";"2006";15;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"15-19";"2007";11;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"15-19";"2008";3;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"15-19";"2009";11;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"15-19";"2010";9;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"15-19";"2011";5;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"15-19";"2012";4;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"15-19";"2013";4;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"15-19";"2014";11;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"15-19";"2015";7;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"15-19";"2016";3;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"20-44";"1999";321;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"20-44";"2000";308;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"20-44";"2001";275;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"20-44";"2002";246;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"20-44";"2003";236;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"20-44";"2004";234;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"20-44";"2005";276;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"20-44";"2006";235;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"20-44";"2007";236;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"20-44";"2008";207;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"20-44";"2009";196;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"20-44";"2010";213;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"20-44";"2011";196;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"20-44";"2012";203;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"20-44";"2013";158;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"20-44";"2014";163;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"20-44";"2015";151;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"20-44";"2016";162;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"45-64";"1999";404;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"45-64";"2000";362;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"45-64";"2001";336;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"45-64";"2002";306;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"45-64";"2003";347;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"45-64";"2004";312;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"45-64";"2005";372;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"45-64";"2006";324;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"45-64";"2007";321;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"45-64";"2008";334;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"45-64";"2009";355;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"45-64";"2010";377;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"45-64";"2011";348;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"45-64";"2012";328;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"45-64";"2013";252;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"45-64";"2014";245;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"45-64";"2015";256;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"45-64";"2016";218;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"65 i więcej";"1999";338;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"65 i więcej";"2000";299;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"65 i więcej";"2001";218;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"65 i więcej";"2002";252;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"65 i więcej";"2003";291;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"65 i więcej";"2004";220;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"65 i więcej";"2005";258;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"65 i więcej";"2006";201;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"65 i więcej";"2007";164;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"65 i więcej";"2008";172;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"65 i więcej";"2009";184;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"65 i więcej";"2010";207;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"65 i więcej";"2011";193;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"65 i więcej";"2012";170;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"65 i więcej";"2013";157;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"65 i więcej";"2014";151;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"65 i więcej";"2015";138;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"65 i więcej";"2016";133;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"ogółem";"1999";1055;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"ogółem";"2000";973;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"ogółem";"2001";841;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"ogółem";"2002";;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"ogółem";"2003";;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"ogółem";"2004";;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"ogółem";"2005";;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"ogółem";"2006";;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"ogółem";"2007";;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"ogółem";"2008";;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"ogółem";"2009";;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"ogółem";"2010";;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"ogółem";"2011";;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"ogółem";"2012";;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"ogółem";"2013";;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"ogółem";"2014";;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"ogółem";"2015";;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"ogółem";"2016";;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"0-14";"1999";13;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"0-14";"2000";14;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"0-14";"2001";19;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"0-14";"2002";;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"0-14";"2003";;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"0-14";"2004";;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"0-14";"2005";;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"0-14";"2006";;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"0-14";"2007";;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"0-14";"2008";;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"0-14";"2009";;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"0-14";"2010";;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"0-14";"2011";;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"0-14";"2012";;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"0-14";"2013";;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"0-14";"2014";;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"0-14";"2015";;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"0-14";"2016";;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"15-19";"1999";18;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"15-19";"2000";19;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"15-19";"2001";19;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"15-19";"2002";;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"15-19";"2003";;"osoba";"";
1000000;"ŁÓDZKIE";"gruźlica układu oddechowego";"15-19";"2004";;"osoba";"";
